题名,摘要,关键词,发表年份,作者,单位,文献来源,中图分类号
Internet医学信息资源利用中存在的问题及对策," 分析了在利用Internet医学信息资源的过程中遇到的若干问题,并探讨 一些解决方法。",医学信息检索;;Internet;;资源共享;,2001/2/15,王升东,福建省漳州市医院信息科 363000,医学情报工作,R-5
用大容量硬盘模拟光盘阵列的简易做法及其在MEDLINE光盘检索中的应用," 利用MEDLINE光盘数据库进行医学文献检索常需频繁更换光盘,给检索工作带来了诸多不便。虽然光盘塔或光盘阵列可以解决这一问题,但是由于其价格昂贵、不易维护且使用寿命短,限制了其广泛应用。笔者介绍的方法利用简单的操作系统口令即可利用大容量硬盘来模拟光盘阵列,并可将其应用于WINDOWS NT网络,给利用MEDLINE进行医学文献检索的用户带来极大的便利。",MEDLINE;;光盘;;大容量硬盘;;模拟技术;,2001/2/15,李乐阳,南京军区福州总医院信息科 350025,医学情报工作,TP333.2
利用生长因子控制干细胞发育," &lt;正&gt; 美国和以色列科学家在美国《全国科学院学报》上报告说,在控制干细胞的发育方向方面他们迈出了第一 步。干细胞是人体的主干细胞,具有发育成身体中任何一种细胞的潜力。但首先需要知道如何控制干细胞, 即如何能够控制人类胚胎干细胞的分化发育。如果能够控制分化发育,干细胞将可以被指导发育成治疗帕金",,2001/2/15,,无单位信息,医学情报工作,R329
《CAJ-CD(医学专辑)》使用体会," 简介《CAJ-CD》医药卫生辑的性能和特点,并就本馆使用《CAJ-CD》医 药卫生辑的经验及方法作一小结。",CAJ-CD;;文献检索;,2001/2/15,"马桂平,陈阳生",无单位信息,医学情报工作,R-5
浅论医院图书馆的特色馆藏建设," 指出特色馆藏在医院图书馆文献资源体系中的概念指向和进行特色馆 藏建设的必要性,以及建设医院图书馆特色馆藏应该注意的问题。",医院图书馆;;特色馆藏;,2001/2/15,"池云芳,张艳芬",无单位信息,医学情报工作,G258
医院图书馆情报服务模式初探," 针对国内医院图书馆管理现状,提出医院图书馆应更新观念,走出传统模式的误区,探索既适应时代发展需要又适合我国国情的医院图书馆情报服务模式。",医院图书馆;;情报服务;;信息服务;;模式;,2001/2/15,包祖军,江苏仪化集团公司医院图书馆 211900,医学情报工作,G258
试述医专图书馆的改革与发展, 论述医专图书馆的现状及深化改革的措施。,图书馆;;管理;;改革;;开发利用;,2001/2/15,"王齐,王慧",无单位信息,医学情报工作,G258
文献著录工作现状及其思考," 分析了文献著录工作中存在的不规范、不统一问题与读者检索文献产生 矛盾的现状,提出文献著录工作应规范化、统一化,并与文献检索吻合。",文献著录;;现状;;编目规则;,2001/2/15,杨兴菊,广东医学院图书馆 524023,医学情报工作,G255
医学院校图书馆期刊分类问题探讨, 对专业性图书馆期刊分类工作中出现的问题进行探讨并提出意见。,医学图书馆;;期刊;;分类;,2001/2/15,宋玉玲,山东中医药大学图书馆 250014,医学情报工作,G255
非邮发中文生物医学期刊的搜集途径, 介绍若干种非邮发中文生物医学期刊的搜集途径。,非邮发;;搜集;;生物医学期刊;,2001/2/15,符加广,解放军医学图书馆 100039,医学情报工作,R-5
《中国医学文摘》引用非邮发期刊探析," 对1999年《中国医学文摘》15个分册所引用期刊进行统计分析,并对非 邮发期刊的学术价值及获得方式进行了探讨。",期刊;;引用频次;;中国医学文摘;,2001/2/15,李桂英,张家口医学院 075029,医学情报工作,R-5
如何解决医药卫生科技查新咨询的滞后问题," 介绍了查阅检索国内外最新医药卫生文献信息的几个途径和方法,以解 决医药卫生科技查新咨询的滞后问题。",医药卫生;;查新;;咨询;;滞后;;检索;,2001/2/15,"许培扬,余嘉",无单位信息,医学情报工作,R-5
浅谈医药卫生科技成果报奖项目中专著类项目的查新检索, 介绍医药卫生科技成果报奖项目中专著类项目的查新检索存在的若干 疑问并提出几点建议以供参考。,医药卫生;;科技查新;;专著;,2001/2/15,于挽平,海南省医学信息研究所暨海南医学院图书馆 570102,医学情报工作,R-5
查新咨询与审核," 由于查新咨询工作中的审核对查新质量有保障作用,因此就审核人员的工作职能和应具备的素质进行了论述并建议对查新审核人员也应制订出一个规范。",查新咨询;;审核;,2001/2/15,杨庆元,浙江省医学情报研究所 310013,医学情报工作,R-5
《中图法》(第四版)中有关R类的修订, 阐述了《中图法》(第四版)中有关医药、卫生类的主要修订方法及内容。,中图法;;分类法;;R类;,2001/2/15,杨志,湖南医学高等专科学校 410008,医学情报工作,R-5
《中图法》“地方病”相关类目研究, 对《中图法》“地方病”相关类目进行研究。,《中图法》;;地方病;;类目;,2001/2/15,"陈玉顺,党红莉",无单位信息,医学情报工作,R-5
美《科学》杂志评出2000年十大科学成就人类基因组草图绘制成功名列榜首," &lt;正&gt; 2000年12月22日出版的美国《科学》周刊刊登了该杂志评出的2000年十大科学成就,人类基因组草图绘制成功名列榜首。 1美国、英国等6国科学家合作完成了人类基因组草图绘制工作,基本上测定了人类基因组上的碱基序",,2001/2/15,,无单位信息,医学情报工作,R-5
提高科技期刊质量之我见, 探讨如何提高科技期刊质量。,期刊质量;;提高;,2001/2/15,吕元聪,广西预防医学杂志社 530021,医学情报工作,R-5
医学英语省略句的翻译, 介绍医学英语中省略句的若干翻译技巧。,医学英语;;省略句;;翻译;,2001/2/15,蒋吉清,成都军区总医院图书馆 610083,医学情报工作,R-5
浅谈编务工作的微机管理, 简介了《医药实践杂志》编辑部编务工作微机管理系统的构成和对编辑 人员进行计算机培训的经验。,编务管理;;计算机管理;;人员培训;,2001/2/15,"朱晓莉,陈玉阳,任清云",无单位信息,医学情报工作,R-5
遗传基因分析技术," &lt;正&gt; 遗传基因分析工具的核心就是DNA芯片和遗传基因数据库。DNA芯片是一种在半导体芯片上同时竖立着一些DNA链的片断,用萤光标记切断所要了解构造的DNA链,一旦出现同这一芯片上相补的DNA链的片断,便会同竖立在这一芯片上的DNA链结合。然后,找出保留在DNA芯片上的萤光标记的位置,便可高效率",,2001/2/15,,无单位信息,医学情报工作,Q343
研究生文献检索课教学改革与实践," 结合本院实际,分析了多年来研究生文检课教学状况及其原因,论述了 近几年在文检课教学实践中的改革与探索。",检索课;;教学改革;;研究生;;医学文献;,2001/2/15,余恩琳,汕头大学医学院图书馆 515031,医学情报工作,R-4
文献检索课教学方法的思考与实践," 文检课教学应在“以创新精神为核心”和“学生为主体”观念的指导下,打 破原有教学法的束缚,提出启发式、结合式、现代技术式三种教学法,激发学生独立思 考和解决问题的能力。",教学方法;;文献检索课;,2001/2/15,陈少舟,南华大学图书馆 421001,医学情报工作,G252
医药信息专业计算机教育课程设置之我见," 根据高校信息管理专业的计算机教育的培养目标,进一步讨论了信息专业(医药)计算机教育的课程设置。",计算机;;教育;;课程;;医药信息;,2001/2/15,"牟冬梅,白淑春,王恒军,郑少鹏,李纯纯",无单位信息,医学情报工作,R-4
浅谈高校图书馆人员的计算机培训, 探讨高校图书馆人员的计算机培训。,高校图书馆;;计算机;;培训;,2001/2/15,"吴国臣,王淑梅",无单位信息,医学情报工作,G251.6
人类基因组计划与基因专利的竞争意识, 本文介绍了人类基因组计划的国内外进展及提高基因专利竞争意识的重要性及措施。,人类基因组计划;;基因专利;,2000/12/15,杨学进,云南省医学信息研究所 650118,医学情报工作,Q987
男人患癌与父育龄高有关," &lt;正&gt; 医生们都知道妇女孕龄增高可以导致孩子的健康问题,但一直无人怀疑父亲的生育年龄也与此有关。最近美国的科学家们通过研究发现,父亲生育年龄高于38岁可能会导致其子患前列腺癌。",,2000/12/15,,无单位信息,医学情报工作,R730.2
回顾我所研究工作 展望未来发展模式," 回顾近20年来我所医学情报研究工作的发展变化,从医学卫生管理决策、医学情报学科建设以及研究方法的引进、分析、应用方面例举了一些事实。这充分体现了医学情报研究工作对我国医学科技进步和医学情报学科自身建设做出了重要的贡献。同时展望未来我所医学情报研究的发展模式。",医学情报研究;;情报研究模式;,2000/12/15,徐文怡,上海市医学科技情报研究所 200031,医学情报工作,R197.6
对中英合作项目“性病/艾滋病预防与控制”情报服务的探讨," 本文通过为中英合作课题“性病/艾滋病的预防与控制”做情报服务工作,体会到随着现代医学对信息的需求不断提高,医学信息服务工作也应发展进步。",性病防治;;信息服务;;资源共享;,2000/12/15,"力晓蓉,刘德齐,李文俊,肖荣贵",无单位信息,医学情报工作,R-5
全军生物医学文献计量分析," 本文通过中国生物医学光盘数据库(CBMdisc),检索出我国军队医药卫生各级机构1996～1998年发表的论文,并对其进行文献计量学分析,为科研决策提供参考数据。",文献计量分析;;军队医药卫生机构;;CBMdisc;,2000/12/15,"李梅,夏旭",无单位信息,医学情报工作,R-5
用文献计量法分析我国中医痹证研究的现状及发展趋势," 采用文献计量法,对我国近10年在《中医杂志》、《中国中西医结合杂志》、《中国医药学报》上发表的痹证研究论文进行了分析,对论文的地理分布、研究热点、年度作者情况进行了探讨;并就《中国生物医学文献光盘数据库》中近9年来医药卫生领域中有关痹证研究的文献量进行了统计分析,对未来5年文献量的发展趋势作了初步预测。",文献计量分析;;痹证;;CBMdisc;,2000/12/15,万晓霞,广东药学院 510224,医学情报工作,R-5
Internet Grateful Med的免费数据库及其检索方法," 本文首先介绍了Internet Grateful Med上提供的14年MEDLARS免费数据库的名称及其特点;其次,以MEDLINE数据库检索为例,详细介绍了上述数据库的检索方法和技巧。",数据库;;信息系统;;Internet;;医学信息学;,2000/12/15,"杨华启,范忠武,祁兆平,明春梅",无单位信息,医学情报工作,R-5
